ProductKey,EnglishProductName,StandardCost,ListPrice,DealerPrice,Weight,SafetyStockLevel,ReorderPoint,DaysToManufacture
92,Internal Lock Washer 4,,,,,1000,750,0
93,Internal Lock Washer 9,,,,,1000,750,0
94,Internal Lock Washer 5,,,,,1000,750,0
95,Internal Lock Washer 7,,,,,1000,750,0
96,Internal Lock Washer 6,,,,,1000,750,0
97,Internal Lock Washer 10,,,,,1000,750,0
98,Internal Lock Washer 1,,,,,1000,750,0
99,Internal Lock Washer 8,,,,,1000,750,0
100,Internal Lock Washer 2,,,,,1000,750,0
101,Thin-Jam Lock Nut 9,,,,,1000,750,0
102,Thin-Jam Lock Nut 10,,,,,1000,750,0
103,Thin-Jam Lock Nut 1,,,,,1000,750,0
104,Thin-Jam Lock Nut 2,,,,,1000,750,0
105,Thin-Jam Lock Nut 15,,,,,1000,750,0
106,Thin-Jam Lock Nut 16,,,,,1000,750,0
107,Thin-Jam Lock Nut 5,,,,,1000,750,0
108,Thin-Jam Lock Nut 6,,,,,1000,750,0
109,Thin-Jam Lock Nut 3,,,,,1000,750,0
110,Thin-Jam Lock Nut 4,,,,,1000,750,0
111,Thin-Jam Lock Nut 13,,,,,1000,750,0
112,Thin-Jam Lock Nut 14,,,,,1000,750,0
113,Thin-Jam Lock Nut 7,,,,,1000,750,0
114,Thin-Jam Lock Nut 8,,,,,1000,750,0
115,Thin-Jam Lock Nut 12,,,,,1000,750,0
116,Thin-Jam Lock Nut 11,,,,,1000,750,0
117,Lock Nut 5,,,,,1000,750,0
118,Lock Nut 6,,,,,1000,750,0
119,Lock Nut 16,,,,,1000,750,0
120,Lock Nut 17,,,,,1000,750,0
121,Lock Nut 7,,,,,1000,750,0
122,Lock Nut 8,,,,,1000,750,0
123,Lock Nut 9,,,,,1000,750,0
124,Lock Nut 22,,,,,1000,750,0
125,Lock Nut 23,,,,,1000,750,0
126,Lock Nut 12,,,,,1000,750,0
127,Lock Nut 13,,,,,1000,750,0
128,Lock Nut 1,,,,,1000,750,0
129,Lock Nut 10,,,,,1000,750,0
130,Lock Nut 11,,,,,1000,750,0
131,Lock Nut 2,,,,,1000,750,0
132,Lock Nut 20,,,,,1000,750,0
133,Lock Nut 21,,,,,1000,750,0
134,Lock Nut 3,,,,,1000,750,0
135,Lock Nut 14,,,,,1000,750,0
136,Lock Nut 15,,,,,1000,750,0
137,Lock Nut 4,,,,,1000,750,0
138,Lock Nut 19,,,,,1000,750,0
139,Lock Nut 18,,,,,1000,750,0
141,Lower Head Race,,,,,1000,750,0
142,Lock Washer 4,,,,,1000,750,0
143,Lock Washer 5,,,,,1000,750,0
144,Lock Washer 10,,,,,1000,750,0
145,Lock Washer 6,,,,,1000,750,0
146,Lock Washer 13,,,,,1000,750,0
147,Lock Washer 8,,,,,1000,750,0
148,Lock Washer 1,,,,,1000,750,0
149,Lock Washer 7,,,,,1000,750,0
150,Lock Washer 12,,,,,1000,750,0
151,Lock Washer 2,,,,,1000,750,0
152,Lock Washer 9,,,,,1000,750,0
153,Lock Washer 3,,,,,1000,750,0
154,Lock Washer 11,,,,,1000,750,0
155,Metal Angle,,,,,1000,750,0
156,Metal Bar 1,,,,,1000,750,0
157,Metal Bar 2,,,,,1000,750,0
158,Metal Plate 2,,,,,1000,750,0
159,Metal Plate 1,,,,,1000,750,0
160,Metal Plate 3,,,,,1000,750,0
161,Metal Sheet 2,,,,,1000,750,0
162,Metal Sheet 3,,,,,1000,750,0
163,Metal Sheet 7,,,,,1000,750,0
164,Metal Sheet 4,,,,,1000,750,0
165,Metal Sheet 5,,,,,1000,750,0
166,Metal Sheet 6,,,,,1000,750,0
167,Metal Sheet 1,,,,,1000,750,0
168,Metal Tread Plate,,,,,1000,750,0
170,HL Nipple,,,,,1000,750,0
176,Pinch Bolt,,,,,1000,750,0
177,Cup-Shaped Race,,,,,1000,750,0
178,Cone-Shaped Race,,,,,1000,750,0
179,Reflector,,,,,1000,750,0
200,Spokes,,,,,1000,750,0
201,Seat Lug,,,,,1000,750,0
13,Chain Stays,,,,,1000,750,1
17,Mountain End Caps,,,,,1000,750,1
18,Road End Caps,,,,,1000,750,1
19,Touring End Caps,,,,,1000,750,1
169,LL Nipple,,,,,1000,750,0
3,BB Ball Bearing,,,,,800,600,1
4,Headset Ball Bearings,,,,,800,600,0
5,Blade,,,,,800,600,1
16,Down Tube,,,,,800,600,1
20,Fork End,,,,,800,600,1
31,Fork Crown,,,,,800,600,1
34,Guide Pulley,,,,,800,600,0
35,LL Grip Tape,,,,,800,600,0
36,ML Grip Tape,,,,,800,600,0
37,HL Grip Tape,,,,,800,600,0
77,Handlebar Tube,,,,,800,600,1
78,Head Tube,,,,,800,600,1
79,LL Hub,,,,,500,375,1
80,HL Hub,,,,,500,375,1
171,Paint - Black,,,,,60,45,0
172,Paint - Red,,,,,60,45,0
173,Paint - Silver,,,,,60,45,0
174,Paint - Blue,,,,,60,45,0
175,Paint - Yellow,,,,,60,45,0
187,LL Mountain Seat Assembly,,,,,500,375,1
188,ML Mountain Seat Assembly,,,,,500,375,1
189,HL Mountain Seat Assembly,,,,,500,375,1
190,LL Road Seat Assembly,,,,,500,375,1
191,ML Road Seat Assembly,,,,,500,375,1
192,HL Road Seat Assembly,,,,,500,375,1
193,LL Touring Seat Assembly,,,,,500,375,1
194,ML Touring Seat Assembly,,,,,500,375,1
195,HL Touring Seat Assembly,,,,,500,375,1
196,LL Spindle/Axle,,,,,500,375,0
197,HL Spindle/Axle,,,,,500,375,0
198,LL Shell,,,,,800,600,0
199,HL Shell,,,,,800,600,0
202,Stem,,,,,500,375,1
203,Seat Post,,,,,500,375,0
204,Steerer,,,,,500,375,1
205,Seat Stays,,,,,800,600,1
206,Seat Tube,,,,,500,375,1
207,Top Tube,,,,,500,375,1
208,Tension Pulley,,,,,800,600,0
6,LL Crankarm,,,,,500,375,0
7,ML Crankarm,,,,,500,375,0
8,HL Crankarm,,,,,500,375,0
9,Chainring Bolts,,,,,1000,750,0
10,Chainring Nut,,,,,1000,750,0
11,Chainring,,,,,1000,750,0
32,Front Derailleur Cage,,,,,800,600,0
33,Front Derailleur Linkage,,,,,800,600,0
140,Lock Ring,,,,,1000,750,0
209,Rear Derailleur Cage,,,,,500,375,0
21,Freewheel,,,,,500,375,0
226,"Long-Sleeve Logo Jersey, S",31.7244,48.0673,28.8404,,4,3,0
227,"Long-Sleeve Logo Jersey, S",29.0807,48.0673,28.8404,,4,3,0
228,"Long-Sleeve Logo Jersey, S",38.4923,49.99,29.994,,4,3,0
229,"Long-Sleeve Logo Jersey, M",31.7244,48.0673,28.8404,,4,3,0
230,"Long-Sleeve Logo Jersey, M",29.0807,48.0673,28.8404,,4,3,0
231,"Long-Sleeve Logo Jersey, M",38.4923,49.99,29.994,,4,3,0
232,"Long-Sleeve Logo Jersey, L",31.7244,48.0673,28.8404,,4,3,0
233,"Long-Sleeve Logo Jersey, L",29.0807,48.0673,28.8404,,4,3,0
234,"Long-Sleeve Logo Jersey, L",38.4923,49.99,29.994,,4,3,0
235,"Long-Sleeve Logo Jersey, XL",31.7244,48.0673,28.8404,,4,3,0
236,"Long-Sleeve Logo Jersey, XL",29.0807,48.0673,28.8404,,4,3,0
237,"Long-Sleeve Logo Jersey, XL",38.4923,49.99,29.994,,4,3,0
391,LL Fork,65.8097,148.22,88.932,,500,375,1
392,ML Fork,77.9176,175.49,105.294,,500,375,1
393,HL Fork,101.8936,229.49,137.694,,500,375,1
397,LL Mountain Handlebars,17.978,40.4909,24.2945,,500,375,1
398,LL Mountain Handlebars,19.7758,44.54,26.724,,500,375,1
410,LL Mountain Front Wheel,26.9708,60.745,36.447,,500,375,1
411,ML Mountain Front Wheel,92.8071,209.025,125.415,,500,375,1
412,HL Mountain Front Wheel,133.2955,300.215,180.129,,500,375,1
416,Touring Front Wheel,96.7964,218.01,130.806,,500,375,1
419,LL Mountain Rear Wheel,38.9588,87.745,52.647,,500,375,1
420,ML Mountain Rear Wheel,104.7951,236.025,141.615,,500,375,1
421,HL Mountain Rear Wheel,145.2835,327.215,196.329,,500,375,1
425,Touring Rear Wheel,108.7844,245.01,147.006,,500,375,1
445,"Men's Sports Shorts, S",24.7459,59.99,35.994,,4,3,0
447,Cable Lock,10.3125,25.0,15.0,,4,3,0
448,Minipump,8.2459,19.99,11.994,,4,3,0
449,Mountain Pump,10.3084,24.99,14.994,,4,3,0
450,Taillights - Battery-Powered,5.7709,13.99,8.394,,4,3,0
451,Headlights - Dual-Beam,14.4334,34.99,20.994,,4,3,0
452,Headlights - Weatherproof,18.5584,44.99,26.994,,4,3,0
453,"Men's Sports Shorts, M",24.7459,59.99,35.994,,4,3,0
454,"Men's Sports Shorts, L",24.7459,59.99,35.994,,4,3,0
455,"Men's Sports Shorts, XL",24.7459,59.99,35.994,,4,3,0
474,"Women's Mountain Shorts, S",26.1763,69.99,41.994,,4,3,0
475,"Women's Mountain Shorts, M",26.1763,69.99,41.994,,4,3,0
476,"Women's Mountain Shorts, L",26.1763,69.99,41.994,,4,3,0
477,Water Bottle - 30 oz.,1.8663,4.99,2.994,,4,3,0
479,Road Bottle Cage,3.3623,8.99,5.394,,4,3,0
480,Patch Kit/8 Patches,0.8565,2.29,1.374,,4,3,0
488,"Short-Sleeve Classic Jersey, S",41.5723,53.99,32.394,,4,3,0
489,"Short-Sleeve Classic Jersey, M",41.5723,53.99,32.394,,4,3,0
490,"Short-Sleeve Classic Jersey, L",41.5723,53.99,32.394,,4,3,0
491,"Short-Sleeve Classic Jersey, XL",41.5723,53.99,32.394,,4,3,0
515,LL Mountain Seat/Saddle,12.0413,27.12,16.272,,500,375,1
530,Touring Tire Tube,1.8663,4.99,2.994,,500,375,0
537,HL Mountain Tire,13.09,35.0,21.0,,500,375,0
540,HL Road Tire,12.1924,32.6,19.56,,500,375,0
548,Touring Pedal,35.9596,80.99,48.594,,500,375,1
559,Chain,8.9866,20.24,12.144,,500,375,1
212,"Sport-100 Helmet, Red",12.0278,33.6442,20.1865,,4,3,0
213,"Sport-100 Helmet, Red",13.8782,33.6442,20.1865,,4,3,0
214,"Sport-100 Helmet, Red",13.0863,34.99,20.994,,4,3,0
215,"Sport-100 Helmet, Black",12.0278,33.6442,20.1865,,4,3,0
216,"Sport-100 Helmet, Black",13.8782,33.6442,20.1865,,4,3,0
217,"Sport-100 Helmet, Black",13.0863,34.99,20.994,,4,3,0
218,"Mountain Bike Socks, M",3.3963,9.5,5.7,,4,3,0
219,"Mountain Bike Socks, L",3.3963,9.5,5.7,,4,3,0
220,"Sport-100 Helmet, Blue",12.0278,33.6442,20.1865,,4,3,0
221,"Sport-100 Helmet, Blue",13.8782,33.6442,20.1865,,4,3,0
222,"Sport-100 Helmet, Blue",13.0863,34.99,20.994,,4,3,0
223,AWC Logo Cap,5.7052,8.6442,5.1865,,4,3,0
224,AWC Logo Cap,5.2297,8.6442,5.1865,,4,3,0
225,AWC Logo Cap,6.9223,8.99,5.394,,4,3,0
394,LL Headset,15.1848,34.2,20.52,,500,375,1
395,ML Headset,45.4168,102.29,61.374,,500,375,1
396,HL Headset,55.3801,124.73,74.838,,500,375,1
399,ML Mountain Handlebars,24.9932,56.2909,33.7745,,500,375,1
400,ML Mountain Handlebars,27.4925,61.92,37.152,,500,375,1
401,HL Mountain Handlebars,48.5453,109.3364,65.6018,,500,375,1
402,HL Mountain Handlebars,53.3999,120.27,72.162,,500,375,1
403,LL Road Handlebars,17.978,40.4909,24.2945,,500,375,1
404,LL Road Handlebars,19.7758,44.54,26.724,,500,375,1
405,ML Road Handlebars,24.9932,56.2909,33.7745,,500,375,1
406,ML Road Handlebars,27.4925,61.92,37.152,,500,375,1
407,HL Road Handlebars,48.5453,109.3364,65.6018,,500,375,1
408,HL Road Handlebars,53.3999,120.27,72.162,,500,375,1
446,"Touring-Panniers, Large",51.5625,125.0,75.0,,4,3,0
456,"Women's Tights, S",30.9334,74.99,44.994,,4,3,0
457,"Women's Tights, M",30.9334,74.99,44.994,,4,3,0
458,"Women's Tights, L",30.9334,74.99,44.994,,4,3,0
459,"Men's Bib-Shorts, S",37.1209,89.99,53.994,,4,3,0
460,"Men's Bib-Shorts, M",37.1209,89.99,53.994,,4,3,0
461,"Men's Bib-Shorts, L",37.1209,89.99,53.994,,4,3,0
462,"Half-Finger Gloves, S",9.7136,23.5481,14.1289,,4,3,0
463,"Half-Finger Gloves, S",9.1593,24.49,14.694,,4,3,0
464,"Half-Finger Gloves, M",9.7136,23.5481,14.1289,,4,3,0
465,"Half-Finger Gloves, M",9.1593,24.49,14.694,,4,3,0
466,"Half-Finger Gloves, L",9.7136,23.5481,14.1289,,4,3,0
467,"Half-Finger Gloves, L",9.1593,24.49,14.694,,4,3,0
468,"Full-Finger Gloves, S",15.6709,37.99,22.794,,4,3,0
469,"Full-Finger Gloves, M",15.6709,37.99,22.794,,4,3,0
470,"Full-Finger Gloves, L",15.6709,37.99,22.794,,4,3,0
471,"Classic Vest, S",23.749,63.5,38.1,,4,3,0
472,"Classic Vest, M",23.749,63.5,38.1,,4,3,0
473,"Classic Vest, L",23.749,63.5,38.1,,4,3,0
478,Mountain Bottle Cage,3.7363,9.99,5.994,,4,3,0
481,"Racing Socks, M",3.3623,8.99,5.394,,4,3,0
482,"Racing Socks, L",3.3623,8.99,5.394,,4,3,0
483,Hitch Rack - 4-Bike,44.88,120.0,72.0,,4,3,0
484,Bike Wash - Dissolver,2.9733,7.95,4.77,,4,3,0
485,Fender Set - Mountain,8.2205,21.98,13.188,,4,3,0
486,All-Purpose Bike Stand,59.466,159.0,95.4,,4,3,0
487,Hydration Pack - 70 oz.,20.5663,54.99,32.994,,4,3,0
516,ML Mountain Seat/Saddle,17.3782,39.14,23.484,,500,375,1
517,HL Mountain Seat/Saddle,23.3722,52.64,31.584,,500,375,1
518,LL Road Seat/Saddle,12.0413,27.12,16.272,,500,375,1
519,ML Road Seat/Saddle,17.3782,39.14,23.484,,500,375,1
520,HL Road Seat/Saddle,23.3722,52.64,31.584,,500,375,1
521,LL Touring Seat/Saddle,12.0413,27.12,16.272,,500,375,1
522,ML Touring Seat/Saddle,17.3782,39.14,23.484,,500,375,1
523,HL Touring Seat/Saddle,23.3722,52.64,31.584,,500,375,1
528,Mountain Tire Tube,1.8663,4.99,2.994,,500,375,0
529,Road Tire Tube,1.4923,3.99,2.394,,500,375,0
535,LL Mountain Tire,9.3463,24.99,14.994,,500,375,0
536,ML Mountain Tire,11.2163,29.99,17.994,,500,375,0
538,LL Road Tire,8.0373,21.49,12.894,,500,375,0
539,ML Road Tire,9.3463,24.99,14.994,,500,375,0
541,Touring Tire,10.8423,28.99,17.394,,500,375,0
553,LL Touring Handlebars,20.464,46.09,27.654,,500,375,1
554,HL Touring Handlebars,40.6571,91.57,54.942,,500,375,1
288,"HL Mountain Frame - Silver, 42",623.8403,1204.3248,722.5949,2.72,500,375,1
289,"HL Mountain Frame - Silver, 42",660.9142,1240.4545,744.2727,2.72,500,375,1
290,"HL Mountain Frame - Silver, 42",747.2002,1364.5,818.7,2.72,500,375,1
291,"HL Mountain Frame - Silver, 44",706.811,1364.5,818.7,2.76,500,375,1
292,"HL Mountain Frame - Silver, 48",706.811,1364.5,818.7,2.8,500,375,1
293,"HL Mountain Frame - Silver, 46",623.8403,1204.3248,722.5949,2.84,500,375,1
294,"HL Mountain Frame - Silver, 46",660.9142,1240.4545,744.2727,2.84,500,375,1
295,"HL Mountain Frame - Silver, 46",747.2002,1364.5,818.7,2.84,500,375,1
296,"HL Mountain Frame - Black, 42",617.0281,1191.1739,714.7043,2.72,500,375,1
297,"HL Mountain Frame - Black, 42",653.6971,1226.9091,736.1455,2.72,500,375,1
298,"HL Mountain Frame - Black, 42",739.041,1349.6,809.76,2.72,500,375,1
299,"HL Mountain Frame - Black, 44",699.0928,1349.6,809.76,2.76,500,375,1
300,"HL Mountain Frame - Black, 48",699.0928,1349.6,809.76,2.8,500,375,1
301,"HL Mountain Frame - Black, 46",617.0281,1191.1739,714.7043,2.84,500,375,1
302,"HL Mountain Frame - Black, 46",653.6971,1226.9091,736.1455,2.84,500,375,1
303,"HL Mountain Frame - Black, 46",739.041,1349.6,809.76,2.84,500,375,1
304,"HL Mountain Frame - Black, 38",617.0281,1191.1739,714.7043,2.68,500,375,2
305,"HL Mountain Frame - Black, 38",653.6971,1226.9091,736.1455,2.68,500,375,2
306,"HL Mountain Frame - Black, 38",739.041,1349.6,809.76,2.68,500,375,2
307,"HL Mountain Frame - Silver, 38",623.8403,1204.3248,722.5949,2.68,500,375,2
308,"HL Mountain Frame - Silver, 38",660.9142,1240.4545,744.2727,2.68,500,375,2
309,"HL Mountain Frame - Silver, 38",747.2002,1364.5,818.7,2.68,500,375,2
413,LL Road Front Wheel,37.9909,85.565,51.339,900.0,500,375,1
414,ML Road Front Wheel,110.2829,248.385,149.031,850.0,500,375,1
415,HL Road Front Wheel,146.5466,330.06,198.036,650.0,500,375,1
422,LL Road Rear Wheel,49.9789,112.565,67.539,1050.0,500,375,1
423,ML Road Rear Wheel,122.2709,275.385,165.231,1000.0,500,375,1
424,HL Road Rear Wheel,158.5346,357.06,214.236,890.0,500,375,1
493,"LL Touring Frame - Yellow, 62",199.8519,333.42,200.052,3.2,500,375,1
501,Rear Derailleur,53.9282,121.46,72.876,215.0,500,375,1
506,"LL Touring Frame - Yellow, 44",199.8519,333.42,200.052,3.02,500,375,1
507,"LL Touring Frame - Yellow, 50",199.8519,333.42,200.052,3.1,500,375,1
508,"LL Touring Frame - Yellow, 54",199.8519,333.42,200.052,3.14,500,375,1
509,"LL Touring Frame - Yellow, 58",199.8519,333.42,200.052,3.16,500,375,1
542,LL Mountain Pedal,17.9776,40.49,24.294,218.0,500,375,1
543,ML Mountain Pedal,27.568,62.09,37.254,215.0,500,375,1
544,HL Mountain Pedal,35.9596,80.99,48.594,185.0,500,375,1
545,LL Road Pedal,17.9776,40.49,24.294,189.0,500,375,1
546,ML Road Pedal,27.568,62.09,37.254,168.0,500,375,1
547,HL Road Pedal,35.9596,80.99,48.594,149.0,500,375,1
310,"Road-150 Red, 62",2171.2942,3578.27,2146.962,15.0,100,75,4
311,"Road-150 Red, 44",2171.2942,3578.27,2146.962,13.77,100,75,4
312,"Road-150 Red, 48",2171.2942,3578.27,2146.962,14.13,100,75,4
313,"Road-150 Red, 52",2171.2942,3578.27,2146.962,14.42,100,75,4
314,"Road-150 Red, 56",2171.2942,3578.27,2146.962,14.68,100,75,4
315,"Road-450 Red, 58",884.7083,1457.99,874.794,17.79,100,75,4
316,"Road-450 Red, 60",884.7083,1457.99,874.794,17.9,100,75,4
317,"Road-450 Red, 44",884.7083,1457.99,874.794,16.77,100,75,4
318,"Road-450 Red, 48",884.7083,1457.99,874.794,17.13,100,75,4
319,"Road-450 Red, 52",884.7083,1457.99,874.794,17.42,100,75,4
320,"Road-650 Red, 58",413.1463,699.0982,419.4589,19.79,100,75,4
321,"Road-650 Red, 58",486.7066,782.99,469.794,19.79,100,75,4
322,"Road-650 Red, 60",413.1463,699.0982,419.4589,19.9,100,75,4
323,"Road-650 Red, 60",486.7066,782.99,469.794,19.9,100,75,4
324,"Road-650 Red, 62",413.1463,699.0982,419.4589,20.0,100,75,4
325,"Road-650 Red, 62",486.7066,782.99,469.794,20.0,100,75,4
326,"Road-650 Red, 44",413.1463,699.0982,419.4589,18.77,100,75,4
327,"Road-650 Red, 44",486.7066,782.99,469.794,18.77,100,75,4
328,"Road-650 Red, 48",413.1463,699.0982,419.4589,19.13,100,75,4
329,"Road-650 Red, 48",486.7066,782.99,469.794,19.13,100,75,4
330,"Road-650 Red, 52",413.1463,699.0982,419.4589,19.42,100,75,4
331,"Road-650 Red, 52",486.7066,782.99,469.794,19.42,100,75,4
332,"Road-650 Black, 58",413.1463,699.0982,419.4589,19.79,100,75,4
333,"Road-650 Black, 58",486.7066,782.99,469.794,19.79,100,75,4
334,"Road-650 Black, 60",413.1463,699.0982,419.4589,19.9,100,75,4
335,"Road-650 Black, 60",486.7066,782.99,469.794,19.9,100,75,4
336,"Road-650 Black, 62",413.1463,699.0982,419.4589,20.0,100,75,4
337,"Road-650 Black, 62",486.7066,782.99,469.794,20.0,100,75,4
338,"Road-650 Black, 44",413.1463,699.0982,419.4589,18.77,100,75,4
339,"Road-650 Black, 44",486.7066,782.99,469.794,18.77,100,75,4
340,"Road-650 Black, 48",413.1463,699.0982,419.4589,19.13,100,75,4
341,"Road-650 Black, 48",486.7066,782.99,469.794,19.13,100,75,4
342,"Road-650 Black, 52",413.1463,699.0982,419.4589,19.42,100,75,4
343,"Road-650 Black, 52",486.7066,782.99,469.794,19.42,100,75,4
344,"Mountain-100 Silver, 38",1912.1544,3399.99,2039.994,20.35,100,75,4
345,"Mountain-100 Silver, 42",1912.1544,3399.99,2039.994,20.77,100,75,4
346,"Mountain-100 Silver, 44",1912.1544,3399.99,2039.994,21.13,100,75,4
347,"Mountain-100 Silver, 48",1912.1544,3399.99,2039.994,21.42,100,75,4
348,"Mountain-100 Black, 38",1898.0944,3374.99,2024.994,20.35,100,75,4
349,"Mountain-100 Black, 42",1898.0944,3374.99,2024.994,20.77,100,75,4
350,"Mountain-100 Black, 44",1898.0944,3374.99,2024.994,21.13,100,75,4
351,"Mountain-100 Black, 48",1898.0944,3374.99,2024.994,21.42,100,75,4
352,"Mountain-200 Silver, 38",1117.8559,2071.4196,1242.8518,23.35,100,75,4
353,"Mountain-200 Silver, 38",1265.6195,2319.99,1391.994,23.35,100,75,4
354,"Mountain-200 Silver, 42",1117.8559,2071.4196,1242.8518,23.77,100,75,4
355,"Mountain-200 Silver, 42",1265.6195,2319.99,1391.994,23.77,100,75,4
356,"Mountain-200 Silver, 46",1117.8559,2071.4196,1242.8518,24.13,100,75,4
357,"Mountain-200 Silver, 46",1265.6195,2319.99,1391.994,24.13,100,75,4
358,"Mountain-200 Black, 38",1105.81,2049.0982,1229.4589,23.35,100,75,4
359,"Mountain-200 Black, 38",1251.9813,2294.99,1376.994,23.35,100,75,4
360,"Mountain-200 Black, 42",1105.81,2049.0982,1229.4589,23.77,100,75,4
361,"Mountain-200 Black, 42",1251.9813,2294.99,1376.994,23.77,100,75,4
362,"Mountain-200 Black, 46",1105.81,2049.0982,1229.4589,24.13,100,75,4
363,"Mountain-200 Black, 46",1251.9813,2294.99,1376.994,24.13,100,75,4
364,"Mountain-300 Black, 38",598.4354,1079.99,647.994,25.35,100,75,4
365,"Mountain-300 Black, 40",598.4354,1079.99,647.994,25.77,100,75,4
366,"Mountain-300 Black, 44",598.4354,1079.99,647.994,26.13,100,75,4
367,"Mountain-300 Black, 48",598.4354,1079.99,647.994,26.42,100,75,4
368,"Road-250 Red, 44",1518.7864,2443.35,1466.01,14.77,100,75,4
369,"Road-250 Red, 48",1518.7864,2443.35,1466.01,15.13,100,75,4
370,"Road-250 Red, 52",1518.7864,2443.35,1466.01,15.42,100,75,4
371,"Road-250 Red, 58",1320.6838,2181.5625,1308.9375,15.79,100,75,4
372,"Road-250 Red, 58",1554.9479,2443.35,1466.01,15.79,100,75,4
373,"Road-250 Black, 44",1320.6838,2181.5625,1308.9375,14.77,100,75,4
374,"Road-250 Black, 44",1554.9479,2443.35,1466.01,14.77,100,75,4
375,"Road-250 Black, 48",1320.6838,2181.5625,1308.9375,15.13,100,75,4
376,"Road-250 Black, 48",1554.9479,2443.35,1466.01,15.13,100,75,4
377,"Road-250 Black, 52",1320.6838,2181.5625,1308.9375,15.42,100,75,4
378,"Road-250 Black, 52",1554.9479,2443.35,1466.01,15.42,100,75,4
379,"Road-250 Black, 58",1320.6838,2181.5625,1308.9375,15.68,100,75,4
380,"Road-250 Black, 58",1554.9479,2443.35,1466.01,15.68,100,75,4
381,"Road-550-W Yellow, 38",605.6492,1000.4375,600.2625,17.35,100,75,4
382,"Road-550-W Yellow, 38",713.0798,1120.49,672.294,17.35,100,75,4
383,"Road-550-W Yellow, 40",605.6492,1000.4375,600.2625,17.77,100,75,4
384,"Road-550-W Yellow, 40",713.0798,1120.49,672.294,17.77,100,75,4
385,"Road-550-W Yellow, 42",605.6492,1000.4375,600.2625,18.13,100,75,4
386,"Road-550-W Yellow, 42",713.0798,1120.49,672.294,18.13,100,75,4
387,"Road-550-W Yellow, 44",605.6492,1000.4375,600.2625,18.42,100,75,4
388,"Road-550-W Yellow, 44",713.0798,1120.49,672.294,18.42,100,75,4
389,"Road-550-W Yellow, 48",605.6492,1000.4375,600.2625,18.68,100,75,4
390,"Road-550-W Yellow, 48",713.0798,1120.49,672.294,18.68,100,75,4
