CurrencyKey,DateKey,Average Rate,End Of Day Rate
100,20171024,1,1
100,20171025,1,1
100,20171026,1,1
100,20171027,1,1
100,20171028,1,1
100,20171029,1,1
100,20171030,1,1
100,20171031,1,1
100,20171101,1,1
100,20171102,1,1
100,20171103,1,1
100,20171104,1,1
100,20171105,1,1
100,20171106,1,1
100,20171107,1,1
100,20171108,1,1
100,20171109,1,1
100,20171110,1,1
100,20171111,1,1
100,20171112,1,1
100,20171113,1,1
100,20171114,1,1
100,20171115,1,1
100,20171116,1,1
100,20171117,1,1
100,20171118,1,1
100,20171119,1,1
100,20171120,1,1
100,20171121,1,1
100,20171122,1,1
100,20171123,1,1
100,20171124,1,1
100,20171125,1,1
100,20171126,1,1
100,20171127,1,1
100,20171128,1,1
100,20171129,1,1
100,20171130,1,1
100,20171201,1,1
100,20171202,1,1
100,20171203,1,1
100,20171204,1,1
100,20171205,1,1
100,20171206,1,1
100,20171207,1,1
100,20171208,1,1
100,20171209,1,1
100,20171210,1,1
100,20171211,1,1
100,20171212,1,1
100,20171213,1,1
100,20171214,1,1
100,20171215,1,1
100,20171216,1,1
100,20171217,1,1
100,20171218,1,1
100,20171219,1,1
100,20171220,1,1
100,20171221,1,1
100,20171222,1,1
100,20171223,1,1
100,20171224,1,1
100,20171225,1,1
100,20171226,1,1
100,20171227,1,1
100,20171228,1,1
100,20171229,1,1
100,20171230,1,1
100,20171231,1,1
100,20180101,1,1
100,20180102,1,1
100,20180103,1,1
100,20180104,1,1
100,20180105,1,1
100,20180106,1,1
100,20180107,1,1
100,20180108,1,1
100,20180109,1,1
100,20180110,1,1
100,20180111,1,1
100,20180112,1,1
100,20180113,1,1
100,20180114,1,1
100,20180115,1,1
100,20180116,1,1
100,20180117,1,1
100,20180118,1,1
100,20180119,1,1
100,20180120,1,1
100,20180121,1,1
100,20180122,1,1
100,20180123,1,1
100,20180124,1,1
100,20180125,1,1
100,20180126,1,1
100,20180127,1,1
100,20180128,1,1
100,20180129,1,1
100,20180130,1,1
100,20180131,1,1
100,20180201,1,1
100,20180202,1,1
100,20180203,1,1
100,20180204,1,1
100,20180205,1,1
100,20180206,1,1
100,20180207,1,1
100,20180208,1,1
100,20180209,1,1
100,20180210,1,1
100,20180211,1,1
100,20180212,1,1
100,20180213,1,1
100,20180214,1,1
100,20180215,1,1
100,20180216,1,1
100,20180217,1,1
100,20180218,1,1
100,20180219,1,1
100,20180220,1,1
100,20180221,1,1
100,20180222,1,1
100,20180223,1,1
100,20180224,1,1
100,20180225,1,1
100,20180226,1,1
100,20180227,1,1
100,20180228,1,1
100,20180301,1,1
100,20180302,1,1
100,20180303,1,1
100,20180304,1,1
100,20180305,1,1
100,20180306,1,1
100,20180307,1,1
100,20180308,1,1
100,20180309,1,1
100,20180310,1,1
100,20180311,1,1
100,20180312,1,1
100,20180313,1,1
100,20180314,1,1
100,20180315,1,1
100,20180316,1,1
100,20180317,1,1
100,20180318,1,1
100,20180319,1,1
100,20180320,1,1
100,20180321,1,1
100,20180322,1,1
100,20180323,1,1
100,20180324,1,1
100,20180325,1,1
100,20180326,1,1
100,20180327,1,1
100,20180328,1,1
100,20180329,1,1
100,20180330,1,1
100,20180331,1,1
100,20180401,1,1
100,20180402,1,1
100,20180403,1,1
100,20180404,1,1
100,20180405,1,1
100,20180406,1,1
100,20180407,1,1
100,20180408,1,1
100,20180409,1,1
100,20180410,1,1
100,20180411,1,1
100,20180412,1,1
100,20180413,1,1
100,20180414,1,1
100,20180415,1,1
100,20180416,1,1
100,20180417,1,1
100,20180418,1,1
100,20180419,1,1
100,20180420,1,1
100,20180421,1,1
100,20180422,1,1
100,20180423,1,1
100,20180424,1,1
100,20180425,1,1
100,20180426,1,1
100,20180427,1,1
100,20180428,1,1
100,20180429,1,1
100,20180430,1,1
100,20180501,1,1
100,20180502,1,1
100,20180503,1,1
100,20180504,1,1
100,20180505,1,1
100,20180506,1,1
100,20180507,1,1
100,20180508,1,1
100,20180509,1,1
100,20180510,1,1
100,20180511,1,1
100,20180512,1,1
100,20180513,1,1
100,20180514,1,1
100,20180515,1,1
100,20180516,1,1
100,20180517,1,1
100,20180518,1,1
100,20180519,1,1
100,20180520,1,1
100,20180521,1,1
100,20180522,1,1
100,20180523,1,1
100,20180524,1,1
100,20180525,1,1
100,20180526,1,1
100,20180527,1,1
100,20180528,1,1
100,20180529,1,1
100,20180530,1,1
100,20180531,1,1
100,20180601,1,1
100,20180602,1,1
100,20180603,1,1
100,20180604,1,1
100,20180605,1,1
100,20180606,1,1
100,20180607,1,1
100,20180608,1,1
100,20180609,1,1
100,20180610,1,1
100,20180611,1,1
100,20180612,1,1
100,20180613,1,1
100,20180614,1,1
100,20180615,1,1
100,20180616,1,1
100,20180617,1,1
100,20180618,1,1
100,20180619,1,1
100,20180620,1,1
100,20180621,1,1
100,20180622,1,1
100,20180623,1,1
100,20180624,1,1
100,20180625,1,1
100,20180626,1,1
100,20180627,1,1
100,20180628,1,1
100,20180629,1,1
100,20180630,1,1
100,20180701,1,1
100,20180702,1,1
100,20180703,1,1
100,20180704,1,1
100,20180705,1,1
100,20180706,1,1
100,20180707,1,1
100,20180708,1,1
100,20180709,1,1
100,20180710,1,1
100,20180711,1,1
100,20180712,1,1
100,20180713,1,1
100,20180714,1,1
100,20180715,1,1
100,20180716,1,1
100,20180717,1,1
100,20180718,1,1
100,20180719,1,1
100,20180720,1,1
100,20180721,1,1
100,20180722,1,1
100,20180723,1,1
100,20180724,1,1
100,20180725,1,1
100,20180726,1,1
100,20180727,1,1
100,20180728,1,1
100,20180729,1,1
100,20180730,1,1
100,20180731,1,1
100,20180801,1,1
100,20180802,1,1
100,20180803,1,1
100,20180804,1,1
100,20180805,1,1
100,20180806,1,1
100,20180807,1,1
100,20180808,1,1
100,20180809,1,1
100,20180810,1,1
100,20180811,1,1
100,20180812,1,1
100,20180813,1,1
100,20180814,1,1
100,20180815,1,1
100,20180816,1,1
100,20180817,1,1
100,20180818,1,1
100,20180819,1,1
100,20180820,1,1
100,20180821,1,1
100,20180822,1,1
100,20180823,1,1
100,20180824,1,1
100,20180825,1,1
100,20180826,1,1
100,20180827,1,1
100,20180828,1,1
100,20180829,1,1
100,20180830,1,1
100,20180831,1,1
100,20180901,1,1
100,20180902,1,1
100,20180903,1,1
100,20180904,1,1
100,20180905,1,1
100,20180906,1,1
100,20180907,1,1
100,20180908,1,1
100,20180909,1,1
100,20180910,1,1
100,20180911,1,1
100,20180912,1,1
100,20180913,1,1
100,20180914,1,1
100,20180915,1,1
100,20180916,1,1
100,20180917,1,1
100,20180918,1,1
100,20180919,1,1
100,20180920,1,1
100,20180921,1,1
100,20180922,1,1
100,20180923,1,1
100,20180924,1,1
100,20180925,1,1
100,20180926,1,1
100,20180927,1,1
100,20180928,1,1
100,20180929,1,1
100,20180930,1,1
100,20181001,1,1
100,20181002,1,1
100,20181003,1,1
100,20181004,1,1
100,20181005,1,1
100,20181006,1,1
100,20181007,1,1
100,20181008,1,1
100,20181009,1,1
100,20181010,1,1
100,20181011,1,1
100,20181012,1,1
100,20181013,1,1
100,20181014,1,1
100,20181015,1,1
100,20181016,1,1
100,20181017,1,1
100,20181018,1,1
100,20181019,1,1
100,20181020,1,1
100,20181021,1,1
100,20181022,1,1
100,20181023,1,1
100,20181024,1,1
100,20181025,1,1
100,20181026,1,1
100,20181027,1,1
100,20181028,1,1
100,20181029,1,1
100,20181030,1,1
100,20181031,1,1
100,20181101,1,1
100,20181102,1,1
100,20181103,1,1
100,20181104,1,1
100,20181105,1,1
100,20181106,1,1
100,20181107,1,1
100,20181108,1,1
100,20181109,1,1
100,20181110,1,1
100,20181111,1,1
100,20181112,1,1
100,20181113,1,1
100,20181114,1,1
100,20181115,1,1
100,20181116,1,1
100,20181117,1,1
100,20181118,1,1
100,20181119,1,1
100,20181120,1,1
100,20181121,1,1
100,20181122,1,1
100,20181123,1,1
100,20181124,1,1
100,20181125,1,1
100,20181126,1,1
100,20181127,1,1
100,20181128,1,1
100,20181129,1,1
100,20181130,1,1
100,20181201,1,1
100,20181202,1,1
100,20181203,1,1
100,20181204,1,1
100,20181205,1,1
100,20181206,1,1
100,20181207,1,1
100,20181208,1,1
100,20181209,1,1
100,20181210,1,1
100,20181211,1,1
100,20181212,1,1
100,20181213,1,1
100,20181214,1,1
100,20181215,1,1
100,20181216,1,1
100,20181217,1,1
100,20181218,1,1
100,20181219,1,1
100,20181220,1,1
100,20181221,1,1
100,20181222,1,1
100,20181223,1,1
100,20181224,1,1
100,20181225,1,1
100,20181226,1,1
100,20181227,1,1
100,20181228,1,1
100,20181229,1,1
100,20181230,1,1
100,20181231,1,1
100,20190101,1,1
100,20190102,1,1
100,20190103,1,1
100,20190104,1,1
100,20190105,1,1
100,20190106,1,1
100,20190107,1,1
100,20190108,1,1
100,20190109,1,1
100,20190110,1,1
100,20190111,1,1
100,20190112,1,1
100,20190113,1,1
100,20190114,1,1
100,20190115,1,1
100,20190116,1,1
100,20190117,1,1
100,20190118,1,1
100,20190119,1,1
100,20190120,1,1
100,20190121,1,1
100,20190122,1,1
100,20190123,1,1
100,20190124,1,1
100,20190125,1,1
100,20190126,1,1
100,20190127,1,1
100,20190128,1,1
100,20190129,1,1
100,20190130,1,1
100,20190131,1,1
100,20190201,1,1
100,20190202,1,1
100,20190203,1,1
100,20190204,1,1
100,20190205,1,1
100,20190206,1,1
100,20190207,1,1
100,20190208,1,1
100,20190209,1,1
100,20190210,1,1
100,20190211,1,1
100,20190212,1,1
100,20190213,1,1
100,20190214,1,1
100,20190215,1,1
100,20190216,1,1
100,20190217,1,1
100,20190218,1,1
100,20190219,1,1
100,20190220,1,1
100,20190221,1,1
100,20190222,1,1
100,20190223,1,1
100,20190224,1,1
100,20190225,1,1
100,20190226,1,1
100,20190227,1,1
100,20190228,1,1
100,20190301,1,1
100,20190302,1,1
100,20190303,1,1
100,20190304,1,1
100,20190305,1,1
100,20190306,1,1
100,20190307,1,1
100,20190308,1,1
100,20190309,1,1
100,20190310,1,1
100,20190311,1,1
100,20190312,1,1
100,20190313,1,1
100,20190314,1,1
100,20190315,1,1
100,20190316,1,1
100,20190317,1,1
100,20190318,1,1
100,20190319,1,1
100,20190320,1,1
100,20190321,1,1
100,20190322,1,1
100,20190323,1,1
100,20190324,1,1
100,20190325,1,1
100,20190326,1,1
100,20190327,1,1
100,20190328,1,1
100,20190329,1,1
100,20190330,1,1
100,20190331,1,1
100,20190401,1,1
100,20190402,1,1
100,20190403,1,1
100,20190404,1,1
100,20190405,1,1
100,20190406,1,1
100,20190407,1,1
100,20190408,1,1
100,20190409,1,1
100,20190410,1,1
100,20190411,1,1
100,20190412,1,1
100,20190413,1,1
100,20190414,1,1
100,20190415,1,1
100,20190416,1,1
100,20190417,1,1
100,20190418,1,1
100,20190419,1,1
100,20190420,1,1
100,20190421,1,1
100,20190422,1,1
100,20190423,1,1
100,20190424,1,1
100,20190425,1,1
100,20190426,1,1
100,20190427,1,1
100,20190428,1,1
100,20190429,1,1
100,20190430,1,1
100,20190501,1,1
100,20190502,1,1
100,20190503,1,1
100,20190504,1,1
100,20190505,1,1
100,20190506,1,1
100,20190507,1,1
100,20190508,1,1
100,20190509,1,1
100,20190510,1,1
100,20190511,1,1
100,20190512,1,1
100,20190513,1,1
100,20190514,1,1
100,20190515,1,1
100,20190516,1,1
100,20190517,1,1
100,20190518,1,1
100,20190519,1,1
100,20190520,1,1
100,20190521,1,1
100,20190522,1,1
100,20190523,1,1
100,20190524,1,1
100,20190525,1,1
100,20190526,1,1
100,20190527,1,1
100,20190528,1,1
100,20190529,1,1
100,20190530,1,1
100,20190531,1,1
100,20190601,1,1
100,20190602,1,1
100,20190603,1,1
100,20190604,1,1
100,20190605,1,1
100,20190606,1,1
100,20190607,1,1
100,20190608,1,1
100,20190609,1,1
100,20190610,1,1
100,20190611,1,1
100,20190612,1,1
100,20190613,1,1
100,20190614,1,1
100,20190615,1,1
100,20190616,1,1
100,20190617,1,1
100,20190618,1,1
100,20190619,1,1
100,20190620,1,1
100,20190621,1,1
100,20190622,1,1
100,20190623,1,1
100,20190624,1,1
100,20190625,1,1
100,20190626,1,1
100,20190627,1,1
100,20190628,1,1
100,20190629,1,1
100,20190630,1,1
100,20190701,1,1
100,20190702,1,1
100,20190703,1,1
100,20190704,1,1
100,20190705,1,1
100,20190706,1,1
100,20190707,1,1
100,20190708,1,1
100,20190709,1,1
100,20190710,1,1
100,20190711,1,1
100,20190712,1,1
100,20190713,1,1
100,20190714,1,1
100,20190715,1,1
100,20190716,1,1
100,20190717,1,1
100,20190718,1,1
100,20190719,1,1
100,20190720,1,1
100,20190721,1,1
100,20190722,1,1
100,20190723,1,1
100,20190724,1,1
100,20190725,1,1
100,20190726,1,1
100,20190727,1,1
100,20190728,1,1
100,20190729,1,1
100,20190730,1,1
100,20190731,1,1
100,20190801,1,1
100,20190802,1,1
100,20190803,1,1
100,20190804,1,1
100,20190805,1,1
100,20190806,1,1
100,20190807,1,1
100,20190808,1,1
100,20190809,1,1
100,20190810,1,1
100,20190811,1,1
100,20190812,1,1
100,20190813,1,1
100,20190814,1,1
100,20190815,1,1
100,20190816,1,1
100,20190817,1,1
100,20190818,1,1
100,20190819,1,1
100,20190820,1,1
100,20190821,1,1
100,20190822,1,1
100,20190823,1,1
100,20190824,1,1
100,20190825,1,1
100,20190826,1,1
100,20190827,1,1
100,20190828,1,1
100,20190829,1,1
100,20190830,1,1
100,20190831,1,1
100,20190901,1,1
100,20190902,1,1
100,20190903,1,1
100,20190904,1,1
100,20190905,1,1
100,20190906,1,1
100,20190907,1,1
100,20190908,1,1
100,20190909,1,1
100,20190910,1,1
100,20190911,1,1
100,20190912,1,1
100,20190913,1,1
100,20190914,1,1
100,20190915,1,1
100,20190916,1,1
100,20190917,1,1
100,20190918,1,1
100,20190919,1,1
100,20190920,1,1
100,20190921,1,1
100,20190922,1,1
100,20190923,1,1
100,20190924,1,1
100,20190925,1,1
100,20190926,1,1
100,20190927,1,1
100,20190928,1,1
100,20190929,1,1
100,20190930,1,1
100,20191001,1,1
100,20191002,1,1
100,20191003,1,1
100,20191004,1,1
100,20191005,1,1
100,20191006,1,1
100,20191007,1,1
100,20191008,1,1
100,20191009,1,1
100,20191010,1,1
100,20191011,1,1
100,20191012,1,1
100,20191013,1,1
100,20191014,1,1
100,20191015,1,1
100,20191016,1,1
100,20191017,1,1
100,20191018,1,1
100,20191019,1,1
100,20191020,1,1
100,20191021,1,1
100,20191022,1,1
100,20191023,1,1
100,20191024,1,1
100,20191025,1,1
100,20191026,1,1
100,20191027,1,1
100,20191028,1,1
100,20191029,1,1
100,20191030,1,1
100,20191031,1,1
100,20191101,1,1
100,20191102,1,1
100,20191103,1,1
100,20191104,1,1
100,20191105,1,1
100,20191106,1,1
100,20191107,1,1
100,20191108,1,1
100,20191109,1,1
100,20191110,1,1
100,20191111,1,1
100,20191112,1,1
100,20191113,1,1
100,20191114,1,1
100,20191115,1,1
100,20191116,1,1
100,20191117,1,1
100,20191118,1,1
100,20191119,1,1
100,20191120,1,1
100,20191121,1,1
100,20191122,1,1
100,20191123,1,1
100,20191124,1,1
100,20191125,1,1
100,20191126,1,1
100,20191127,1,1
100,20191128,1,1
100,20191129,1,1
100,20191130,1,1
100,20191201,1,1
100,20191202,1,1
100,20191203,1,1
100,20191204,1,1
100,20191205,1,1
100,20191206,1,1
100,20191207,1,1
100,20191208,1,1
100,20191209,1,1
100,20191210,1,1
100,20191211,1,1
100,20191212,1,1
100,20191213,1,1
100,20191214,1,1
100,20191215,1,1
100,20191216,1,1
100,20191217,1,1
100,20191218,1,1
100,20191219,1,1
100,20191220,1,1
100,20191221,1,1
100,20191222,1,1
100,20191223,1,1
100,20191224,1,1
100,20191225,1,1
100,20191226,1,1
100,20191227,1,1
100,20191228,1,1
100,20191229,1,1
100,20191230,1,1
100,20191231,1,1
100,20200101,1,1
100,20200102,1,1
100,20200103,1,1
100,20200104,1,1
100,20200105,1,1
100,20200106,1,1
100,20200107,1,1
100,20200108,1,1
100,20200109,1,1
100,20200110,1,1
100,20200111,1,1
100,20200112,1,1
100,20200113,1,1
100,20200114,1,1
100,20200115,1,1
100,20200116,1,1
100,20200117,1,1
100,20200118,1,1
100,20200119,1,1
100,20200120,1,1
100,20200121,1,1
100,20200122,1,1
100,20200123,1,1
100,20200124,1,1
100,20200125,1,1
100,20200126,1,1
100,20200127,1,1
100,20200128,1,1
100,20200129,1,1
100,20200130,1,1
100,20200131,1,1
100,20200201,1,1
100,20200202,1,1
100,20200203,1,1
100,20200204,1,1
100,20200205,1,1
100,20200206,1,1
100,20200207,1,1
100,20200208,1,1
100,20200209,1,1
100,20200210,1,1
100,20200211,1,1
100,20200212,1,1
100,20200213,1,1
100,20200214,1,1
100,20200215,1,1
100,20200216,1,1
100,20200217,1,1
100,20200218,1,1
100,20200219,1,1
100,20200220,1,1
100,20200221,1,1
100,20200222,1,1
100,20200223,1,1
100,20200224,1,1
100,20200225,1,1
100,20200226,1,1
100,20200227,1,1
100,20200228,1,1
100,20200229,1,1
100,20200301,1,1
100,20200302,1,1
100,20200303,1,1
100,20200304,1,1
100,20200305,1,1
100,20200306,1,1
100,20200307,1,1
100,20200308,1,1
100,20200309,1,1
100,20200310,1,1
100,20200311,1,1
100,20200312,1,1
100,20200313,1,1
100,20200314,1,1
100,20200315,1,1
100,20200316,1,1
100,20200317,1,1
100,20200318,1,1
100,20200319,1,1
100,20200320,1,1
100,20200321,1,1
100,20200322,1,1
100,20200323,1,1
100,20200324,1,1
100,20200325,1,1
100,20200326,1,1
100,20200327,1,1
100,20200328,1,1
100,20200329,1,1
100,20200330,1,1
100,20200331,1,1
100,20200401,1,1
100,20200402,1,1
100,20200403,1,1
100,20200404,1,1
100,20200405,1,1
100,20200406,1,1
100,20200407,1,1
100,20200408,1,1
100,20200409,1,1
100,20200410,1,1
100,20200411,1,1
100,20200412,1,1
100,20200413,1,1
100,20200414,1,1
100,20200415,1,1
100,20200416,1,1
100,20200417,1,1
100,20200418,1,1
100,20200419,1,1
100,20200420,1,1
100,20200421,1,1
100,20200422,1,1
100,20200423,1,1
100,20200424,1,1
100,20200425,1,1
100,20200426,1,1
100,20200427,1,1
100,20200428,1,1
100,20200429,1,1
100,20200430,1,1
100,20200501,1,1
100,20200502,1,1
100,20200503,1,1
100,20200504,1,1
100,20200505,1,1
100,20200506,1,1
100,20200507,1,1
100,20200508,1,1
100,20200509,1,1
100,20200510,1,1
100,20200511,1,1
100,20200512,1,1
100,20200513,1,1
100,20200514,1,1
100,20200515,1,1
100,20200516,1,1
100,20200517,1,1
100,20200518,1,1
100,20200519,1,1
100,20200520,1,1
100,20200521,1,1
100,20200522,1,1
100,20200523,1,1
100,20200524,1,1
100,20200525,1,1
100,20200526,1,1
100,20200527,1,1
100,20200528,1,1
100,20200529,1,1
100,20200530,1,1
100,20200531,1,1
100,20200601,1,1
100,20200602,1,1
100,20200603,1,1
100,20200604,1,1
100,20200605,1,1
100,20200606,1,1
100,20200607,1,1
100,20200608,1,1
100,20200609,1,1
100,20200610,1,1
100,20200611,1,1
100,20200612,1,1
100,20200613,1,1
100,20200614,1,1
100,20200615,1,1
100,20200616,1,1
100,20200617,1,1
100,20200618,1,1
100,20200619,1,1
100,20200620,1,1
100,20200621,1,1
100,20200622,1,1
100,20200623,1,1
100,20200624,1,1
100,20200625,1,1
100,20200626,1,1
100,20200627,1,1
100,20200628,1,1
100,20200629,1,1
100,20200630,1,1
3,20170709,1.00050025012506,1
3,20170820,1.00050025012506,1
3,20171124,1.000200040008,1
3,20180101,1.000200040008,1
3,20180103,1.000200040008,1
3,20180113,1.00050025012506,1
3,20180202,1.00080064051241,1
3,20180204,1.00080064051241,1
3,20180212,1.000200040008,1
3,20180314,1.000200040008,1
3,20180427,1.00080064051241,1
3,20180515,1.000200040008,1
3,20180517,1.000200040008,1
3,20180628,1.000200040008,1
3,20180813,1.000100010001,1
3,20180903,0.999500249875062,1
3,20180920,1.000200040008,1
3,20180928,1.001001001001,1
3,20180930,1.001001001001,1
3,20181016,1.00030009002701,1
3,20181024,1.000200040008,1
3,20181026,1.001001001001,1
3,20181105,1.000100010001,1
3,20190116,1.00070049034324,1
3,20190122,1.00050025012506,1
3,20190225,1.000200040008,1
3,20190410,1.00040016006403,1
85,20180109,0.266588467382901,0.266545832555908
85,20180404,0.266574254258524,0.266922912662823
85,20180405,0.266588467382901,0.266318676928813
85,20180406,0.266574254258524,0.266937162991832
85,20180407,0.266574254258524,0.266049431984463
85,20180408,0.266588467382901,0.26663111585122
85,20180409,0.266574254258524,0.266021122077093
85,20180410,0.266588467382901,0.266937162991832
85,20180411,0.266574254258524,0.26629030969563
85,20180413,0.266574254258524,0.266425107902169
85,20180414,0.266574254258524,0.266588467382901
85,20180415,0.266588467382901,0.266276128345094
85,20180416,0.266588467382901,0.267279627946758
85,20180417,0.266574254258524,0.266113151311938
85,20180418,0.266574254258524,0.266766259403511
85,20180419,0.266588467382901,0.266396717992434
85,20180420,0.266588467382901,0.266737796745799
85,20180421,0.266574254258524,0.266198157908747
85,20180422,0.266560042649607,0.267008437466624
85,20180423,0.266574254258524,0.266077747917942
85,20180424,0.266574254258524,0.266616898179007
85,20180425,0.266588467382901,0.266574254258524
85,20180426,0.266574254258524,0.266645335039863
85,20180510,0.266588467382901,0.26711542057323
85,20180617,0.266588467382901,0.266979923109782
85,20190103,0.26683032259786,0.266844563042028
85,20190108,0.267051220424077,0.266680889647448
85,20190204,0.266930037637135,0.267086883363158
85,20190213,0.266794728136172,0.266709340161092
85,20190214,0.266780493010351,0.266915788068864
85,20190215,0.266737796745799,0.266077747917942
85,20190216,0.266737796745799,0.267158237824263
85,20190218,0.26665955574518,0.267236771779797
85,20190220,0.266695114145509,0.266887293495957
85,20190225,0.266794728136172,0.26623359335481
85,20190304,0.266652445202923,0.266844563042028
85,20190308,0.266560042649607,0.266901540021886
85,20190309,0.266560042649607,0.265978668510785
85,20190310,0.266560042649607,0.266858805006271
85,20190311,0.266574254258524,0.266517416913195
85,20190312,0.266574254258524,0.266901540021886
85,20190313,0.266545832555908,0.266247770174925
85,20190314,0.266560042649607,0.266652445202923
85,20190321,0.266588467382901,0.266219418044352
85,20190326,0.266588467382901,0.266951414842499
85,20190327,0.266588467382901,0.266063589197818
85,20190328,0.266588467382901,0.26725105564167
85,20190329,0.266588467382901,0.266276128345094
85,20190330,0.266588467382901,0.267265341030575
85,20190331,0.266588467382901,0.266226505510889
85,20190401,0.266588467382901,0.267172513291833
85,20190402,0.266588467382901,0.266219418044352
85,20190404,0.266588467382901,0.266006969382598
85,20190405,0.266588467382901,0.266602682022981
85,20190406,0.266588467382901,0.266318676928813
85,20190407,0.266588467382901,0.266887293495957
85,20190410,0.266574254258524,0.266276128345094
85,20190411,0.266560042649607,0.267201068804275
85,20190506,0.266666666666667,0.266035276277634
85,20190715,0.266652445202923,0.266049431984463
85,20190716,0.266652445202923,0.266780493010351
85,20190717,0.266652445202923,0.266410912190963
85,20190724,0.266652445202923,0.266723567694442
85,20190725,0.266652445202923,0.26629030969563
85,20190726,0.266652445202923,0.267236771779797
85,20190727,0.266652445202923,0.266496109156806
85,20190728,0.266652445202923,0.267072617044574
85,20190729,0.266652445202923,0.266588467382901
85,20200113,0.266652445202923,0.266127315307643
85,20200320,0.266652445202923,0.266737796745799
85,20200321,0.266652445202923,0.266574254258524
85,20200322,0.266652445202923,0.266873048490833
85,20200323,0.266652445202923,0.265964520332988
85,20200324,0.266652445202923,0.266901540021886
85,20200406,0.266652445202923,0.266063589197818
85,20200413,0.266652445202923,0.266965668215068
85,20200517,0.266652445202923,0.266965668215068
85,20200524,0.266652445202923,0.266063589197818
85,20200606,0.266652445202923,0.266901540021886
85,20200607,0.266652445202923,0.265964520332988
85,20200608,0.266652445202923,0.266873048490833
85,20200609,0.266652445202923,0.266574254258524
85,20200610,0.266652445202923,0.266737796745799
85,20170701,0.266645335039863,0.266531623977185
85,20170702,0.266645335039863,0.267022696929239
85,20170727,0.266645335039863,0.266496109156806
85,20170728,0.266645335039863,0.266709340161092
85,20170729,0.266645335039863,0.266091908145073
85,20170730,0.266645335039863,0.267351085445407
85,20170823,0.266645335039863,0.266652445202923
85,20170824,0.266645335039863,0.266496109156806
85,20170825,0.266645335039863,0.266808964781217
85,20170826,0.266645335039863,0.266226505510889
85,20170827,0.266645335039863,0.267065484456789
85,20170828,0.266645335039863,0.266560042649607
85,20171023,0.266645335039863,0.265992818193909
85,20171024,0.266645335039863,0.267308206361935
85,20190521,0.266645335039863,0.26725105564167
85,20190522,0.266645335039863,0.265992818193909
85,20190523,0.266645335039863,0.267236771779797
85,20190524,0.266645335039863,0.266318676928813
85,20190525,0.266645335039863,0.266922912662823
85,20190526,0.266645335039863,0.26618398637138
85,20190527,0.266645335039863,0.266979923109782
85,20190705,0.266645335039863,0.26663111585122
85,20190706,0.266645335039863,0.267051220424077
85,20190707,0.266645335039863,0.266318676928813
85,20190708,0.266645335039863,0.266930037637135
85,20190709,0.266645335039863,0.266070668369519
85,20190710,0.266645335039863,0.266915788068864
85,20190711,0.266645335039863,0.265978668510785
85,20190712,0.266645335039863,0.266858805006271
85,20190713,0.266645335039863,0.266453503863576
85,20190714,0.266645335039863,0.267358233296794
85,20190719,0.266645335039863,0.266602682022981
85,20190720,0.266645335039863,0.266979923109782
